hostname,hostid,sy_name,hd_name,hip_name,tic_id,gaia_dr3_id,st_spectype,st_teff,st_rad,st_mass,st_lum,st_dens,st_logg,st_age,st_met,st_metratio,st_radv,st_rotp,st_vsin,st_log_rhk
HD 147513,2.57838,HD 147513,HD 147513,HIP 80337,TIC 350673608,Gaia DR3 6018047019138644480,G3/5V,5883,0.98,1.11,-0.01,1.657194,4.51,0.3,0.06,[Fe/H],12.6,8.5,1.5,-4.52
HD 14787,2.54410,HD 14787,HD 14787,HIP 11130,TIC 380966347,Gaia DR3 24570756281835392,G5,4946,5.01,1.43,1.11506,,3.23,,0,[M/H],-8.14216,,,
HD 147873,2.57862,HD 147873,HD 147873,HIP 80486,TIC 211080657,Gaia DR3 6024733935303422208,G1 V,5972,2.29,1.38,0.77743,0.113073,3.86,4,0.03,[Fe/H],23.28307,,5.9,-5.24
HD 148156,2.57878,HD 148156,HD 148156,HIP 80680,TIC 225317852,Gaia DR3 5942178414758660864,G0/2 V,6308,1.21,1.22,0.25042,0.730631,4.56,,0.29,[Fe/H],-1.83901,,5.73,-4.91
HD 148164,2.57861,HD 148164,HD 148164,HIP 80484,TIC 323319664,Gaia DR3 4459907547841472128,F8,6032,1.34,1.21,0.33,0.506536,4.1581,2.41,0.24,[Fe/H],-64.63357,,4,
HD 148427,2.57882,HD 148427,HD 148427,HIP 80687,TIC 413853880,Gaia DR3 4330532859324207360,K0 III- IV,5025,3.86,1.64,0.78,,3.48,2.5,0.154,[Fe/H],-34.61522,,2.13,
HD 149026,2.57894,HD 149026,HD 149026,HIP 80838,TIC 255930614,Gaia DR3 1331356474971716992,G0,6179,1.41,1.42,0.48,0.72,4.37,2.6,0.32,[Fe/H],-17.84193,,6,
HD 149143,2.57904,HD 149143,HD 149143,HIP 81022,TIC 281520119,Gaia DR3 4432401099808805888,G0,5856,1.44,1.2,0.35,0.286186,4.25,4.28,0.29,[Fe/H],12.059,,3.9,
HD 149806,2.57921,HIP 81375,HD 149806,HIP 81375,TIC 281738302,Gaia DR3 4383374219923745024,K0V,5352.05,0.89,0.93,-0.2446,1.939625,4.51,8.36,0.2206,[M/H],10.8,,0.9,-4.83
HD 150010,2.573082,HD 150010,HD 150010,,TIC 233008631,Gaia DR3 1654516686269888896,K2 III,4153,16.2,1.3,1.98227,,2.1,4.9,-0.25,[Fe/H],-35.81,,2.2,
HD 1502,2.53967,HD 1502,HD 1502,HIP 1547,TIC 303193565,Gaia DR3 2768172019308167296,K0,4947,4.67,1.46,1.06446,,3.18,2.4,0.09,[Fe/H],-9.80846,,2.7,
HD 150706,2.57898,HD 150706,HD 150706,HIP 80902,TIC 159511543,Gaia DR3 1709456705329541504,G0 V,5961,0.96,1.17,0.03175,1.65625,4.5,3,-0.01,[Fe/H],-17.2094,,3.7,-4.61
HD 151450,2.578130,HD 151450,HD 151450,,TIC 12514017,Gaia DR3 4134094524223600640,,6091.98,1.17184,1.14,0.23147,0.99877,4.35724,,,,,,,
HD 152079,2.57999,HD 152079,HD 152079,HIP 82632,TIC 246835467,Gaia DR3 5939949051801737472,G6 V,5907,1.128,1.147,0.10721,0.891275,4.365,1.622,0.29,[Fe/H],-21.15545,31,1.8,
HD 152581,2.58001,HD 152581,HD 152581,HIP 82651,TIC 353181458,Gaia DR3 4448227641977175296,K0,5027,5.14,1.3,1.17319,,3.29,12,-0.46,[Fe/H],3.9681,,0.5,
HD 152843,2.572924,HD 152843,HD 152843,,TIC 349488688,Gaia DR3 4564566554995619072,G0,6310,1.43,1.15,0.44992,0.551,4.19,3.97,-0.16,[Fe/H],,,8.38,
HD 15337,2.54414,HD 15337,HD 15337,HIP 11433,TIC 120896927,Gaia DR3 5068777809824976256,K1 V,5131,0.855,0.829,-0.32606,1.880708,4.48,9.6,0.03,[Fe/H],-3.7977,36.528,1,
HD 153557,2.58028,HIP 83020 A,HD 153557,HIP 83020 A,TIC 115582979,Gaia DR3 1408029509584967168,K0,4837,0.745171,0.79,-0.56249,2.691683,4.59118,,,,-7.2,,2,
HD 153950,2.58064,HD 153950,HD 153950,HIP 83547,TIC 124165580,Gaia DR3 5965406010180880640,F8 V,6124,1.28,1.25,0.34635,0.617615,4.32,4.3,-0.01,[Fe/H],33.2494,,5,
HD 154088,2.58062,HD 154088,HD 154088,HIP 83541,TIC 20856917,Gaia DR3 6029992663310612096,K0 IV-V,5374,0.95,0.91,-0.13077,1.410996,4.37,8,0.28,[Fe/H],14.9,,1.9,-5.05
HD 154345,2.58052,HD 154345,HD 154345,HIP 83389,TIC 198562505,Gaia DR3 1359938520253565952,G8,5468,0.85,0.89,-0.21934,2.03569,4.505283,9.527,-0.105,[Fe/H],-47.3,,1.2,-4.91
HD 154391,2.579267,HD 154391,HD 154391,HIP 83289,TIC 424731682,Gaia DR3 1438038102484626048,K1 III,4909,8.56,2.07,1.58115,,2.89,1.1,0.1,[Fe/H],,,,
HD 154672,2.58099,HD 154672,HD 154672,HIP 83983,TIC 380086262,Gaia DR3 5917231492323978880,G3 IV,5743,1.32,1.18,0.25722,0.579492,4.27,8,0.25,[Fe/H],-3.92872,,2.2,
HD 154857,2.58111,HD 154857,HD 154857,HIP 84069,TIC 173552927,Gaia DR3 5917212800626605824,G5 V,5589,2.3,1.96,0.66269,0.118592,4.01,5.64,-0.22,[Fe/H],28.05845,,1.4,-5.14
HD 154857,2.58111,HD 154857,HD 154857,HIP 84069,TIC 173552927,Gaia DR3 5917212800626605824,G5 V,5605,1.76,1.718,0.66269,0.118592,3.82,5.64,-0.2,[Fe/H],28.05845,,1.4,-5.14
HD 155193,2.572922,HD 155193,HD 155193,,TIC 447842929,Gaia DR3 4443815297524544000,F8 IV,6239,1.76439,1.221,0.6411,0.315709,4.26,,0.05,[Fe/H],3.883,,3.6,
HD 155358,2.58096,HD 155358,HD 155358,HIP 83949,TIC 21897561,Gaia DR3 1334643739861016832,G0,5905,1.38,1.15,0.29949,0.623766,4.22,10.7,-0.6,[Fe/H],-9.07461,,2,
HD 155358,2.58096,HD 155358,HD 155358,HIP 83949,TIC 21897561,Gaia DR3 1334643739861016832,G0,5900,1.38,0.92,0.29949,0.623766,4.16,10.7,-0.51,[Fe/H],-9.07461,,2,
HD 155918,2.58200,HIP 84988,HD 155918,HIP 84988,TIC 311649327,Gaia DR3 5801950515627094400,G2V,5771.84,1.01906,1.03,0.01635,1.372163,4.43451,12.3,-0.6616,[M/H],59.7,,0,
HD 156098,2.578131,HD 156098,HD 156098,,TIC 152449405,Gaia DR3 5979460655025099776,,6419.19,2.75716,1.29,1.06554,0.08677,3.66773,,0.12,[M/H],,,,
HD 156279,2.58125,HD 156279,HD 156279,HIP 84171,TIC 232606278,Gaia DR3 1631084478574318976,G6,5453,0.95,0.94,-0.14596,1.492851,4.46,4.1,0.14,[Fe/H],-20.6432,,2.51,-5.06
HD 156411,2.58177,HD 156411,HD 156411,HIP 84787,TIC 412409409,Gaia DR3 5950535424666050304,F8 IV/V,5900,2.16,1.25,0.731,0.119794,4.07,4.28,-0.12,[Fe/H],-38.7512,,3.3,
HD 156668,2.58166,HD 156668,HD 156668,HIP 84607,TIC 257715493,Gaia DR3 4575374857376398976,K2,4903.69,0.774528,0.785167,-0.54025,2.532852,4.551151,8.6,0.0493,[Fe/H],-44.57335,,0.5,
HD 156668,2.58166,HD 156668,HD 156668,HIP 84607,TIC 257715493,Gaia DR3 4575374857376398976,K2,4850,0.72,0.772,0.23,2.532852,4.598,8.6,0.05,[Fe/H],-44.57335,,0.5,
HD 156846,2.58186,HD 156846,HD 156846,HIP 84856,TIC 75673519,Gaia DR3 4122343906051101184,G0 V,6090,1.9,1.38,0.69723,0.203686,4.02,2.4,0.15,[Fe/H],-68.54,,5.05,
HD 158038,2.58229,HD 158038,HD 158038,HIP 85294,TIC 313709116,Gaia DR3 4574156834713113600,K0,4860,4.5,1.3,1.07555,,3.24,2.5,0.19,[Fe/H],19.90386,,1.66,
HD 158259,2.58227,HD 158259,HD 158259,HIP 85268,TIC 188768068,Gaia DR3 1416050859226670848,G0,5801.89,1.21,1.08,0.21233,0.72532,4.25132,,,,13.3,20,2.9,
HD 158996,2.58176,HD 158996,HD 158996,HIP 84769,TIC 288268410,Gaia DR3 1709691004385812864,K5 III,4069,50.3,1.8,3.01481,,1.4,1.6,-0.2,[Fe/H],-8.7,627,4.2,
HD 15906,2.573354,HD 15906,HD 15906,,TIC 4646810,Gaia DR3 5175239363214344960,K V,4757,0.762,0.79,-0.56864,2.58324,4.49,,0.02,[Fe/H],-3.64,,2.7,-4.694
HD 159243,2.58277,HD 159243,HD 159243,HIP 85911,TIC 348652846,Gaia DR3 4485937214320449280,G0 V,6123,1.12,1.125,0.114,1.173881,4.55,1.25,0.05,[Fe/H],-22.69,,3.8,
HD 159868,2.58306,HD 159868,HD 159868,HIP 86375,TIC 248320609,Gaia DR3 5955841736510622208,G5 V,5534,2.13,1.19,0.55574,0.155815,3.92,7.57,-0.08,[Fe/H],-23.45418,,0.96,-5.09
HD 1605,2.53971,HD 1605,HD 1605,HIP 1640,TIC 57983992,Gaia DR3 2862328869351558272,K1 IV,4915,3.49,1.33,0.81,,3.4,4.36,0.22,[Fe/H],9.92933,,0.54,
HD 160691,2.58325,HD 160691,HD 160691,HIP 86796,TIC 362661163,Gaia DR3 5945941905576552064,G3 IV-V,5773,1.33,1.13,0.27848,0.554734,4.2,5.7,0.28,[Fe/H],-9.29081,,3.1,-5.02
HD 161178,2.573014,HD 161178,HD 161178,,TIC 441797545,Gaia DR3 1651497186822868224,G9 III,4786,10.95,1.06,1.75097,,2.38,,-0.21,[Fe/H],,,1.78,
HD 16141,2.54427,HD 16141,HD 16141,HIP 12048,TIC 251109533,Gaia DR3 2495335115182966016,G5 IV,5757,1.48,1.11,0.36558,0.412931,4.14,7.51,0.13,[Fe/H],-51.2,,1.93,-5.11
HD 16175,2.54435,HD 16175,HD 16175,HIP 12191,TIC 422922274,Gaia DR3 340028235795364864,G2,5981,1.72,1.63,0.50786,0.239585,4.18,3.3,0.3,[Fe/H],21.8348,19.7,4.8,
HD 162020,2.58342,HD 162020,HD 162020,HIP 87330,TIC 367987991,Gaia DR3 5957920668132624256,K3 V,4723,0.75,0.42,-0.60206,2.645398,4.31,6,-0.1,[Fe/H],-27.328,,1.9,
HD 163607,2.58348,HD 163607,HD 163607,HIP 87601,TIC 232620788,Gaia DR3 1418519292895059840,G5,5522,1.76,1.12,0.42,0.247934,3.97,8.6,0.21,[Fe/H],-0.0157,,1.49,
HD 16417,2.54433,HD 16417,HD 16417,HIP 12186,TIC 122555698,Gaia DR3 5062172841616745856,G1 V,5841,1.639984,1.2,0.44317,0.350778,4.16,7,0.06,[Fe/H],11.15373,,2.1,
HD 164509,2.58361,HD 164509,HD 164509,HIP 88268,TIC 382764222,Gaia DR3 4275421969292868224,G5,5859,1.11,1.12,0.12,1.014947,4.44,2.32,0.2,[Fe/H],0.0089,,2.4,
HD 164595,2.58359,HD 164595,HD 164595,HIP 88194,TIC 158917706,Gaia DR3 4584639307993378432,G2 V,5790,1.023606,0.99,0.01725,1.341212,4.44,7.12,-0.04,[Fe/H],2.07311,,2.1,-5
HD 164604,2.58366,HD 164604,HD 164604,HIP 88414,TIC 406317882,Gaia DR3 4062446910648807168,K3.5 V,4663,0.78,0.77,-0.58503,2.967995,4.49,1.6,0.12,[Fe/H],7.08838,19,2,
HD 164922,2.58363,HD 164922,HD 164922,HIP 88348,TIC 159019691,Gaia DR3 4582680493669880704,G9 V,5390,0.946,0.926,-0.14874,1.320237,4.46,9.58,0.18,[Fe/H],20.3634,42.3,2,-5.05
HD 164922,2.58363,HD 164922,HD 164922,HIP 88348,TIC 159019691,Gaia DR3 4582680493669880704,G9 V,5393.43,1.001813,0.921146,-0.15304,1.320237,4.398073,9.58,0.1967,[Fe/H],20.3634,42.3,1.84,-5.05
HD 165131,2.578880,HD 165131,HD 165131,HIP 88595,TIC 105138916,Gaia DR3 4070009007975710464,G3/5 V,5870,1.06419,1.06,0.08329,1.239977,4.39,2.7,0.06,[Fe/H],,,2.3,-4.98
HD 165155,2.58375,HD 165155,HD 165155,HIP 88650,TIC 408229533,Gaia DR3 4050284898932499072,G8 V,5426,0.95,1.02,-0.1549,1.756728,4.49,11,0.09,[Fe/H],14.6,,1.5,
HD 1666,2.53972,HD 1666,HD 1666,HIP 1666,TIC 211439561,Gaia DR3 2362099457224379136,F7 V,6317,1.93,1.5,0.73,0.181524,4.06,1.76,0.37,[Fe/H],17.95226,,5.6,
HD 166724,2.58398,HD 166724,HD 166724,HIP 89354,TIC 87989721,Gaia DR3 6724520279784564864,K0 IV-V,5127,0.797485,0.81,-0.509,2.421504,4.43,4,-0.09,[Fe/H],-17.6187,,1.42,
HD 167042,2.58388,HD 167042,HD 167042,HIP 89047,TIC 353988778,Gaia DR3 2149564787289902848,K1 IV,4919,4.63,1.39,1.0569,,3.23,2.2,-0.01,[Fe/H],-18.15497,,1.5,
HD 16760,2.580318,HD 16760,HD 16760,HIP 12638,TIC 433140046,Gaia DR3 334156706263100416,G5 V,5518,0.835,0.93,-0.14267,,4.47,,0.067,[Fe/H],,,0.5,-4.93
HD 167677,2.578878,HD 167677,HD 167677,HIP 89583,TIC 13894108,Gaia DR3 4153949058525858048,G5 V,5474,0.95271,0.96,-0.13215,1.565147,4.43,11.5,-0.29,[Fe/H],,,0.7,-4.98
HD 167768,2.578324,HD 167768,HD 167768,,TIC 2382387,Gaia DR3 4270573397890617856,G8 III,4851,9.7,1.08,1.66932,,2.5,5.31,-0.67,[Fe/H],,,,
HD 168009,2.58400,HD 168009,HD 168009,HIP 89474,TIC 416117806,Gaia DR3 2115351387048328832,G2V,5778.33,1.209505,0.986073,0.14982,0.907123,4.265027,9.68,0.0183,[Fe/H],-64.9,,2.3,-5.08
HD 168443,2.58407,HD 168443,HD 168443,HIP 89844,TIC 16465196,Gaia DR3 4157584215800708736,G5,5491,1.711479,0.98,0.38246,0.29172,3.987745,11.08,0.04,[Fe/H],-0.04653,,2.2,-5.12
HD 168746,2.58413,HD 168746,HD 168746,HIP 90004,TIC 18097734,Gaia DR3 4153637759337630720,G5,5570,1.09,1.07,0.04139,1.089734,4.39,8,-0.08,[Fe/H],-25.562,,1,-5.05
HD 168863,2.578132,HD 168863,HD 168863,HIP 90055,TIC 167730892,Gaia DR3 4096449891854565760,,4905,0.777826,0.8,-0.50098,2.396662,4.55939,,0.16,[M/H],,,,
HD 1690,2.53973,HD 1690,HD 1690,HIP 1692,TIC 37763102,Gaia DR3 2430036837596487424,K1 III,4374,21.66,1.86,1.51983,,2.04,6.7,-0.27,[Fe/H],18.23,,3.5,
HD 16905,2.578133,HD 16905,HD 16905,HIP 12436,TIC 358070171,Gaia DR3 4724771790072689664,K3 V,4866.12,0.77494,0.85,-0.51804,2.393251,4.55716,6.1,0.2405,[M/H],,,1.5,-4.72
HD 169142,2.578473,HD 169142,HD 169142,,TIC 51077087,Gaia DR3 4048015133392824064,,7246,1.53702,1.85,0.76845,0.632865,4.27689,0.006,,,,,,
HD 169830,2.58428,HD 169830,HD 169830,HIP 90485,TIC 53134037,Gaia DR3 4048037707717866880,F8 V,6300,1.935709,1.17,0.662,0.214529,4.008828,2.2,0.21,[Fe/H],-17.215,,3.8,-4.95
HD 169830,2.58428,HD 169830,HD 169830,HIP 90485,TIC 53134037,Gaia DR3 4048037707717866880,F7 V,6300,1.935709,1.17,0.662,0.214529,4.008828,2.2,0.21,[Fe/H],-17.215,,3.8,-4.95
HD 170469,2.58430,HD 170469,HD 170469,HIP 90593,TIC 320362897,Gaia DR3 4484013343859055744,G5 IV,5842,1.24,1.1,0.204,0.691571,4.3,6.7,0.29,[Fe/H],-59.27389,13,1.7,-5.09
HD 17092,2.103406,HD 17092,HD 17092,,TIC 302317605,Gaia DR3 438865809918353280,K0 III,4326,13.58,6.73,1.75563,,3,2.6,0.18,[Fe/H],5.91915,,,
HD 171028,2.103415,HD 171028,HD 171028,,TIC 321030607,Gaia DR3 4477318138371083008,G0,5671,2.47,1.53,0.73291,0.087283,3.84,8.59,-0.48,[Fe/H],13.641,,2.14,
HD 171238,2.58440,HD 171238,HD 171238,HIP 91085,TIC 228217280,Gaia DR3 4048636941542753152,G8 V,5467,1.01,0.92,-0.20273,1.731238,4.43,7,0.2,[Fe/H],21.641,,1.48,-4.96
HD 17156,2.54463,HD 17156,HD 17156,HIP 13192,TIC 302773669,Gaia DR3 545560867790611072,G5,6046,1.517,1.285,0.44091,0.517,4.184,3.3,0.208,[Fe/H],-3.21894,12.8,2.8,
HD 173416,2.58461,HD 173416,HD 173416,HIP 91852,TIC 157951225,Gaia DR3 2096524140211914368,G8,4683,13.5,2,1.892,,2.48,1.73,-0.22,[Fe/H],-61.16675,,,
HD 174205,2.573083,HD 174205,HD 174205,,TIC 229752137,Gaia DR3 2265446887586501120,K2,4308,26.6,1.8,2.3784,,1.8,1.7,-0.28,[Fe/H],-5.41,,1.6,
HD 175167,2.58519,HD 175167,HD 175167,HIP 93281,TIC 467966544,Gaia DR3 6421118739093252224,G5 IV/V,5635,1.75,1.09,0.45593,0.257726,4.09,,0.28,[Fe/H],4.8061,,,
HD 175541,2.58500,HD 175541,HD 175541,HIP 92895,TIC 227196910,Gaia DR3 4281180283478682496,G8 IV,5013,4.19,1.39,0.934,,3.33,1.9,-0.07,[Fe/H],19.80907,,2.9,-5.23
HD 175607,2.58523,HD 175607,HD 175607,HIP 93373,TIC 382073690,Gaia DR3 6434759761383343744,G6 V,5392,0.7,0.71,-0.27097,2.222154,4.64,10.32,-0.62,[Fe/H],-92,,1.31,
HD 17674,2.54466,HD 17674,HD 17674,HIP 13291,TIC 77490014,Gaia DR3 129321160344480512,G0 V,5904,1.18,0.98,0.20472,0.858806,4.34,8.4,-0.16,[Fe/H],10.52516,,2.3,
HD 176986,2.58533,HD 176986,HD 176986,HIP 93540,TIC 39554091,Gaia DR3 4199396753205879040,K2.5 V,4931,0.782,0.789,-0.48017,2.295818,4.44,4.3,0.03,[Fe/H],37.42,36.05,1.1,-4.9
HD 177565,2.58551,HD 177565,HD 177565,HIP 93858,TIC 254147274,Gaia DR3 6718894388002453120,G8V,5627,0.971489,1,-0.05395,1.46777,4.39,6.88,0.0812,[M/H],59.5,,0,-4.85
HD 177830,2.58543,HD 177830,HD 177830,HIP 93746,TIC 265052133,Gaia DR3 2035963417721248128,K0,4949,2.62,1.47,0.68502,,3.65,4.4,0.545,[Fe/H],-72.14281,,0.68,
HD 177830,2.58543,HD 177830,HD 177830,HIP 93746,TIC 265052133,Gaia DR3 2035963417721248128,K0,4901,3.26,1.7,0.68502,,3.64,4.4,0.42,[Fe/H],-72.14281,,0.68,
HD 178911 B,2.58566,HD 178911,HD 178911 B,HIP 94075,TIC 42812945,Gaia DR3 2044341077844180736,G5,5588,1.08,1.24,-0.04317,1.286183,4.46,,0.24,[Fe/H],-40.4138,,1.9,-4.98
HD 179079,2.58578,HD 179079,HD 179079,HIP 94256,TIC 48917782,Gaia DR3 4261265619668314624,G5 IV,5646,1.63,1.14,0.38,0.2585,4.16,6.99,0.24,[Fe/H],19.73356,,1,
HD 179949,2.58598,HD 179949,HD 179949,HIP 94645,TIC 2288734,Gaia DR3 6770313530317154560,F8 V,6168,1.266865,1.21,0.30146,0.859771,4.341,2.56,0.137,[Fe/H],-24.69985,,6.3,-4.79
HD 180053,2.58589,HD 180053,HD 180053,HIP 94465,TIC 29898060,Gaia DR3 2050321081068398720,K0,5131,4.06,1.75,1.09897,,3.54,,0.25,[M/H],-5.71797,,,
HD 18015,2.54475,HD 18015,HD 18015,HIP 13467,TIC 36883072,Gaia DR3 5173468908975401856,G6 IV,5603,3.13,1.49,0.9738,,3.64,,-0.14,[Fe/H],18.6,,4,
HD 180314,2.58594,HD 180314,HD 180314,HIP 94576,TIC 392658786,Gaia DR3 2042983077905233792,K0,4917,9.2,2.6,1.64345,,2.98,1.295,0.2,[Fe/H],-73.18936,,,
HD 180617,2.58605,HD 180617,HD 180617,HIP 94761,TIC 176188045,Gaia DR3 4293318823182081408,M2.5 V,3534,0.481,0.484,-1.49,6.27869,4.9,,-0.04,[Fe/H],35.678,50.6,2,
HD 180902,2.58614,HD 180902,HD 180902,HIP 94951,TIC 11782681,Gaia DR3 6770721346051487872,K0 III/IV,4961,4.16,1.41,0.97313,,3.36,2.8,0.04,[Fe/H],-3.16259,,1.36,
HD 181234,2.58618,HD 181234,HD 181234,HIP 95015,TIC 3409107,Gaia DR3 4201307051566729984,G8 IV,5386,1.059423,0.94,-0.09853,1.267748,4.374546,6.32,0.32,[Fe/H],-46.42038,50.8,2.105,-5.08
HD 181342,2.58621,HD 181342,HD 181342,HIP 95124,TIC 12192000,Gaia DR3 6770761168986617600,K0 III,4945,4.71,1.69,1.17,,3.28,2,0.26,[Fe/H],-0.7002,,3.33,
HD 18143,2.54479,HIP 13642 A,HD 18143,HIP 13642 A,TIC 436933294,Gaia DR3 116037204451525376,K2,5078,0.87,0.85,-0.31953,1.675268,4.51,9.4,0.28,[Fe/H],32.5,,0,
HD 181433,2.58638,HD 181433,HD 181433,HIP 95467,TIC 410399074,Gaia DR3 6434153380720177664,K3 IV,4918,0.79,0.86,-0.45618,2.142118,4.45,6.7,0.4012,[M/H],39.77676,54,1.5,
HD 181720,2.58627,HD 181720,HD 181720,HIP 95262,TIC 112243062,Gaia DR3 6745589980571162752,G1 V,5736,1.5,1.03,0.288,0.427063,4.09,,-0.62,[Fe/H],-45.3352,,1.5,-5.07
HD 183263,2.58644,HD 183263,HD 183263,HIP 95740,TIC 134245358,Gaia DR3 4296208099222829568,G2 IV,5948,1.23,1.06,0.25025,0.69443,4.37,8.13,0.2776,[Fe/H],-50.33943,,1.6,-5.11
HD 183579,2.58654,HD 183579,HD 183579,HIP 96160,TIC 320004517,Gaia DR3 6641996571978861440,G2 V,5784,0.96,0.996,-0.03386,1.587464,4.45,3.1,-0.038,[Fe/H],-15.80015,24.8,2,-4.84
HD 184010,2.578174,HD 184010,HD 184010,,TIC 113329742,Gaia DR3 2024845946447691264,K0 III-IV,4971,4.86,1.35,1.11694,,3.18,2.76,-0.17,[Fe/H],,,1.34,
HD 18438,2.578483,HD 18438,HD 18438,HIP 14417,TIC 297820335,Gaia DR3 567664766657362304,M2.5 III,3860,88.475,1.84,2.96802,,0.9,5.5,-0.4,[Fe/H],,,5.5,
HD 185269,2.58664,HD 185269,HD 185269,HIP 96507,TIC 213721036,Gaia DR3 2031479093959232128,G0 IV,5923,2,1.3,0.69362,0.162356,3.92,4,0.11,[Fe/H],0.617,,6.1,
HD 185283,2.579078,HD 185283,HD 185283,HIP 96861,TIC 320264344,Gaia DR3 6640676436470581888,K3 V,4848,0.743303,0.8,-0.56072,2.712026,4.59336,6,-0.06,[M/H],,,0.9,-4.94
HD 18599,2.573139,HD 18599,HD 18599,HIP 13754,TIC 207141131,Gaia DR3 4728513943538448512,K2 V,5145,0.767,0.863,-0.42946,2.241,4.54,0.4,0,[Fe/H],-0.48,8.73,4.5,-4.35
HD 187085,2.58684,HD 187085,HD 187085,HIP 97546,TIC 300081980,Gaia DR3 6692069568458919040,G0 V,6117,1.27,1.189,2.13,0.653797,4.279,2.747,0.12,[Fe/H],15.3788,21,5.1,-4.93
HD 187123,2.58681,HD 187123,HD 187123,HIP 97336,TIC 58559140,Gaia DR3 2047452661412980736,G3 V,5790,1.15043,1.04,0.12713,0.962994,4.33338,7.4,0.09,[M/H],-16.986,,2.1,-5.03
HD 18742,2.54485,HD 18742,HD 18742,HIP 13993,TIC 71345433,Gaia DR3 5079636934554540160,G8/K0 IV,4940,5.13,1.36,1.14301,,3.09,2.3,-0.04,[Fe/H],-13.48957,,2.98,
HD 188015,2.58690,HD 188015,HD 188015,HIP 97769,TIC 11499710,Gaia DR3 2028419118720795392,G5 IV,5746,1.125296,1.09,0.05892,1.128871,4.445,6.61,0.289,[Fe/H],0.27996,,0,-5.05
HD 188641,2.578134,HD 188641,HD 188641,,TIC 300611942,Gaia DR3 6691193566928966528,,5897.32,1.94492,1.07,0.61512,0.205042,3.88965,,-0.08,[M/H],,,,
HD 189567,2.58717,HD 189567,HD 189567,HIP 98959,TIC 352402781,Gaia DR3 6427244702486210816,G3 V,5726,1.04,0.83,0.32428,1.300102,4.41,11,-0.24,[Fe/H],-10.8,,1.2,-4.92
HD 189733,2.58705,HD 189733,HD 189733,HIP 98505,TIC 256364928,Gaia DR3 1827242816201846144,K2 V,5052,0.75,0.79,-0.46119,2.65,4.49,1.4,-0.02,[Fe/H],-2.204,11.95,3.5,
HD 190007,2.58709,HD 190007,HD 190007,HIP 98698,TIC 345217789,Gaia DR3 4247023886053586304,K4 V,4610,0.79,0.77,-0.68,3.253245,4.58,1,0.16,[Fe/H],-30.46732,28.626,2.55,-4.65
HD 190228,2.578135,HD 190228,HD 190228,HIP 98714,TIC 117905020,Gaia DR3 2029001447540053504,G5 IV,5360,2.58658,1.415,0.697,,4.02,,-0.24,[Fe/H],,,,
HD 190360,2.58710,HD 190360,HD 190360,HIP 98767,TIC 105999792,Gaia DR3 2029433521248546304,G,5552,1.201,0.991,0.06647,0.866995,4.298158,11.3,0.25,[Fe/H],-45.35,,2.2,-5.09
HD 190647,2.58719,HD 190647,HD 190647,HIP 99115,TIC 48777312,Gaia DR3 6697758334244808192,G5 V,5656,1.376,1.069,0.29667,0.418181,4.162,7.957,0.23,[Fe/H],-40.3335,42,1.83,-5.07
HD 190984,2.58733,HD 190984,HD 190984,HIP 99496,TIC 466222634,Gaia DR3 6429295051154269440,F8 V,5988,1.53,0.91,0.43,0.126144,4.02,,-0.48,[Fe/H],20.269,,3.4,
HD 191806,2.58725,HD 191806,HD 191806,HIP 99306,TIC 294684871,Gaia DR3 2088526979830768512,K0,6010,1.40223,1.07,0.3483,0.546071,4.45,2.9,0.3,[Fe/H],-15.3597,20.6,3.3,
HD 191939,2.58722,HD 191939,HD 191939,HIP 99175,TIC 269701147,Gaia DR3 2248126315275354496,G9 V,5348,0.94,0.81,-0.18709,1.37,4.3,8.7,-0.15,[Fe/H],-9.5,,2,-5.11
HD 191939,2.58722,HD 191939,HD 191939,HIP 99175,TIC 269701147,Gaia DR3 2248126315275354496,G9 V,5348,0.94,0.81,-0.18709,1.4082,4.3,8.7,-0.15,[Fe/H],-9.5,,1.6,-5.11
HD 192263,2.58738,HD 192263,HD 192263,HIP 99711,TIC 243962745,Gaia DR3 4224259562941398400,K2 V,4976,0.74,0.66,-0.47,2.539097,4.51,2.09,0.03,[Fe/H],-10.686,,1.8,
HD 192310,2.58741,HD 192310,HD 192310,HIP 99825,TIC 326096771,Gaia DR3 6847167606385195648,K3V,5166,0.857922,0.8,-0.41454,2.145699,4.51,7.81,-0.04,[Fe/H],-54.2232,,3,
HD 192699,2.58743,HD 192699,HD 192699,HIP 99894,TIC 399334674,Gaia DR3 4246124829130366848,G8 IV,5041,4.41,1.38,1.009,,3.25,1.8,-0.15,[Fe/H],13.20057,,1.9,
HD 194490,2.578136,HD 194490,HD 194490,,TIC 100272295,Gaia DR3 6475212134196589952,,5861.32,1.14911,1.06,0.1474,0.984878,4.34265,,0.08,[M/H],,,,
HD 195019,2.58755,HD 195019,HD 195019,HIP 100970,TIC 210171104,Gaia DR3 1815418118373631360,G3 IV-V,5751,1.48,1.21,0.3331,0.449155,4.18,3.2,0.05,[Fe/H],-93.1,,2.47,-5.09
HD 196050,2.58771,HD 196050,HD 196050,HIP 101806,TIC 351534793,Gaia DR3 6454954010413575296,G3 V,5879,1.42,1.27,0.26,0.52347,4.25,4.3,0.229,[Fe/H],61.37055,,3.3,-4.98
